disease_Gene,Cell type,P-value,Disease
MMRN1,vein endothelial cell,0.000848608,Lung_Fibrosis
MMRN1,endothelial cell of lymphatic vessel,0.000848608,Lung_Fibrosis
MMRN1,lung microvascular endothelial cell,0.000848608,Lung_Fibrosis
MUC5AC,respiratory goblet cell,0.006768679,Lung_Fibrosis
MUC5B,respiratory goblet cell,0.001696511,Lung_Fibrosis
NEU1,dendritic cell,0.002543708,Lung_Fibrosis
NINJ1,respiratory goblet cell,0.003390201,Lung_Fibrosis
NOTCH4,dendritic cell,0.002543708,Lung_Fibrosis
NR5A1,lung ciliated cell,0.003390201,Lung_Fibrosis
NRG1,classical monocyte,0.000848608,Lung_Fibrosis
NRG1,intermediate monocyte,0.000848608,Lung_Fibrosis
PLA2G4A,mesothelial cell,0.004235774,Lung_Fibrosis
PLA2G4A,fibroblast,0.004235774,Lung_Fibrosis
POSTN,smooth muscle cell,0.000848608,Lung_Fibrosis
PRKAA1,vein endothelial cell,0.002543708,Lung_Fibrosis
PRKCB,basal cell,0.002543665,Lung_Fibrosis
PTGER4,vein endothelial cell,0.002543708,Lung_Fibrosis
PTGS2,mesothelial cell,0.003390029,Lung_Fibrosis
PTGS2,fibroblast,0.003390029,Lung_Fibrosis
PTPRC,cd4-positive alpha-beta t cell,0.000848608,Lung_Fibrosis
PTPRC,cd8-positive alpha-beta t cell,0.000848608,Lung_Fibrosis
RGS6,bronchial smooth muscle cell,0.000848608,Lung_Fibrosis
S100A4,serous cell of epithelium of bronchus,0.001696482,Lung_Fibrosis
S100A6,serous cell of epithelium of bronchus,0.001696482,Lung_Fibrosis
S100A9,classical monocyte,0.001696511,Lung_Fibrosis
SCGB3A2,club cell,0.002543708,Lung_Fibrosis
SNCA,vein endothelial cell,0.000848608,Lung_Fibrosis
SNCA,endothelial cell of lymphatic vessel,0.000848608,Lung_Fibrosis
SNCA,lung microvascular endothelial cell,0.000848608,Lung_Fibrosis
TFEB,type ii pneumocyte,0.003390201,Lung_Fibrosis
THY1,adventitial cell,0.000848608,Lung_Fibrosis
TLR2,adventitial cell,0.002543708,Lung_Fibrosis
TNF,dendritic cell,0.00423599,Lung_Fibrosis
TNFRSF12A,neutrophil,0.004235918,Lung_Fibrosis
TNFSF14,b cell,0.002543708,Lung_Fibrosis
TP53,vascular associated smooth muscle cell,0.000848608,Lung_Fibrosis
VWF,vein endothelial cell,0.001696482,Lung_Fibrosis
ADAM28,non-classical monocyte,0.000848608,Lung_Neoplasms
ADCYAP1,basophil,0.002543622,Lung_Neoplasms
ADRA2B,club cell,0.003390201,Lung_Neoplasms
AGER,dendritic cell,0.002543708,Lung_Neoplasms
AIM2,dendritic cell,0.005080989,Lung_Neoplasms
AIM2,b cell,0.005080989,Lung_Neoplasms
AIM2,vein endothelial cell,0.005080989,Lung_Neoplasms
AIM2,lung microvascular endothelial cell,0.005080989,Lung_Neoplasms
AKR1C1,club cell,0.001696511,Lung_Neoplasms
AKR1C3,club cell,0.003390201,Lung_Neoplasms
ALDH1A1,fibroblast,0.000848608,Lung_Neoplasms
ALYREF,intermediate monocyte,0.002543708,Lung_Neoplasms
ANG,non-classical monocyte,0.002543708,Lung_Neoplasms
ANG,intermediate monocyte,0.002543708,Lung_Neoplasms
ANGPT1,alveolar fibroblast,0.000848608,Lung_Neoplasms
ANXA1,fibroblast,0.000848608,Lung_Neoplasms
ARHGDIB,club cell,0.000848608,Lung_Neoplasms
ARHGEF11,capillary aerocyte,0.002543665,Lung_Neoplasms
BAG6,dendritic cell,0.003390201,Lung_Neoplasms
BCL2L1,endothelial cell of lymphatic vessel,0.002543708,Lung_Neoplasms
BCL2L1,pericyte cell,0.002543708,Lung_Neoplasms
BPIFA1,respiratory goblet cell,0.000848608,Lung_Neoplasms
BPIFB1,respiratory goblet cell,0.000848608,Lung_Neoplasms
CA9,vein endothelial cell,0.003390201,Lung_Neoplasms
CASP4,endothelial cell of lymphatic vessel,0.003390143,Lung_Neoplasms
CCBE1,alveolar fibroblast,0.001696511,Lung_Neoplasms
CCL18,cd4-positive alpha-beta t cell,0.005080903,Lung_Neoplasms
CCL18,cd8-positive alpha-beta t cell,1.06E-05,Lung_Neoplasms
CCL18,bronchial vessel endothelial cell,0.005080903,Lung_Neoplasms
CCL18,vein endothelial cell,1.06E-05,Lung_Neoplasms
CCL18,lung microvascular endothelial cell,0.005080903,Lung_Neoplasms
CCL4,cd4-positive alpha-beta t cell,0.004235846,Lung_Neoplasms
CCL4,cd8-positive alpha-beta t cell,7.05E-06,Lung_Neoplasms
CCL4,vein endothelial cell,0.004235846,Lung_Neoplasms
CCL5,bronchial vessel endothelial cell,0.003390201,Lung_Neoplasms
CCL5,vein endothelial cell,4.23E-06,Lung_Neoplasms
CCL5,lung microvascular endothelial cell,0.003390201,Lung_Neoplasms
CD1D,dendritic cell,0.000848608,Lung_Neoplasms
CD68,vascular associated smooth muscle cell,0.001696511,Lung_Neoplasms
CDKN1A,basophil,0.001696511,Lung_Neoplasms
CDX2,classical monocyte,0.000848608,Lung_Neoplasms
CDX2,intermediate monocyte,0.000848608,Lung_Neoplasms
CEACAM3,neutrophil,0.000848608,Lung_Neoplasms
CEACAM5,neutrophil,0.003390201,Lung_Neoplasms
CEACAM5,macrophage,0.003390201,Lung_Neoplasms
CEACAM6,neutrophil,0.000848608,Lung_Neoplasms
CEACAM7,macrophage,0.002543708,Lung_Neoplasms
CHI3L1,macrophage,0.002543708,Lung_Neoplasms
CHST15,bronchial vessel endothelial cell,0.001696511,Lung_Neoplasms
CHST15,lung microvascular endothelial cell,0.001696511,Lung_Neoplasms
CHST15,intermediate monocyte,0.001696511,Lung_Neoplasms
COL18A1,smooth muscle cell,0.005080989,Lung_Neoplasms
COL6A1,smooth muscle cell,0.002543665,Lung_Neoplasms
CPSF4,capillary aerocyte,0.001696482,Lung_Neoplasms
CRABP2,plasmacytoid dendritic cell,0.003390143,Lung_Neoplasms
CRP,nk cell,0.003390201,Lung_Neoplasms
CRP,dendritic cell,0.003390201,Lung_Neoplasms
CRP,"cd8-positive, alpha-beta t cell",0.003390201,Lung_Neoplasms
CTCFL,mesothelial cell,0.002543708,Lung_Neoplasms
CTLA4,cd4-positive alpha-beta t cell,2.12E-06,Lung_Neoplasms
CTLA4,cd8-positive alpha-beta t cell,0.002543708,Lung_Neoplasms
CTLA4,"cd4-positive, alpha-beta t cell",0.002543708,Lung_Neoplasms
CTSH,type ii pneumocyte,0.001696511,Lung_Neoplasms
CYP19A1,dendritic cell,0.002543665,Lung_Neoplasms
CYP2A13,macrophage,0.00423599,Lung_Neoplasms
CYP2F1,macrophage,0.005080989,Lung_Neoplasms
CYP3A4,capillary aerocyte,0.003390201,Lung_Neoplasms
DKK3,alveolar fibroblast,0.001696511,Lung_Neoplasms
DNAJB4,endothelial cell of artery,0.000848608,Lung_Neoplasms
DPPA2,plasmacytoid dendritic cell,0.000848608,Lung_Neoplasms
DUSP3,capillary endothelial cell,0.001696511,Lung_Neoplasms
ERCC2,bronchial vessel endothelial cell,0.00423599,Lung_Neoplasms
ERCC2,vein endothelial cell,0.00423599,Lung_Neoplasms
EYA4,pericyte cell,0.001696482,Lung_Neoplasms
F11R,type i pneumocyte,0.003390201,Lung_Neoplasms
FERMT1,type i pneumocyte,0.002543708,Lung_Neoplasms
FGA,type ii pneumocyte,0.001696511,Lung_Neoplasms
FKBPL,dendritic cell,0.005081075,Lung_Neoplasms
FKBPL,capillary endothelial cell,0.005081075,Lung_Neoplasms
FLT4,capillary aerocyte,0.002543708,Lung_Neoplasms
FLT4,endothelial cell of lymphatic vessel,0.002543708,Lung_Neoplasms
GFAP,pericyte cell,0.001696511,Lung_Neoplasms
GJB4,basal cell,2.12E-06,Lung_Neoplasms
GPR42,b cell,0.004235918,Lung_Neoplasms
GRP,vascular associated smooth muscle cell,0.001696511,Lung_Neoplasms
GSTM1,alveolar fibroblast,0.002543708,Lung_Neoplasms
GSTM4,alveolar fibroblast,0.002543708,Lung_Neoplasms
GZMB,"cd8-positive, alpha-beta t cell",0.002543708,Lung_Neoplasms
HDGF,capillary aerocyte,0.003390143,Lung_Neoplasms
HDGF,plasmacytoid dendritic cell,0.003390143,Lung_Neoplasms
HP,mesothelial cell,0.002543708,Lung_Neoplasms
HSPB1,type i pneumocyte,0.003390201,Lung_Neoplasms
HSPB1,club cell,0.003390201,Lung_Neoplasms
HSPB1,mesothelial cell,0.003390201,Lung_Neoplasms
HSPBP1,lung ciliated cell,0.003390201,Lung_Neoplasms
HTRA3,adventitial cell,0.004235846,Lung_Neoplasms
IFNG,plasma cell,0.001696511,Lung_Neoplasms
IL32,neutrophil,0.003390143,Lung_Neoplasms
IST1,mesothelial cell,0.002543708,Lung_Neoplasms
KLK13,club cell,1.06E-05,Lung_Neoplasms
KLK13,mesothelial cell,1.06E-05,Lung_Neoplasms
KLK14,club cell,1.06E-05,Lung_Neoplasms
KLK14,mesothelial cell,0.005081075,Lung_Neoplasms
KLK8,club cell,7.05E-06,Lung_Neoplasms
KLK8,mesothelial cell,7.05E-06,Lung_Neoplasms
KRT19,neutrophil,0.003390143,Lung_Neoplasms
LTA,dendritic cell,0.00423599,Lung_Neoplasms
MAL,club cell,0.002543708,Lung_Neoplasms
MGAT5,lung ciliated cell,0.003390201,Lung_Neoplasms
MMP1,basal cell,0.003390201,Lung_Neoplasms
MMP10,basal cell,0.002543708,Lung_Neoplasms
MMP19,smooth muscle cell,0.007611987,Lung_Neoplasms
MMP19,bronchial smooth muscle cell,0.007611987,Lung_Neoplasms
MMP19,vascular associated smooth muscle cell,0.007611987,Lung_Neoplasms
MMP3,basal cell,0.003390201,Lung_Neoplasms
MMP8,basal cell,0.004235918,Lung_Neoplasms
MOB4,vein endothelial cell,0.000848608,Lung_Neoplasms
MSLN,club cell,0.003390143,Lung_Neoplasms
NES,plasmacytoid dendritic cell,0.000848608,Lung_Neoplasms
NEUROD4,basophil,0.000848608,Lung_Neoplasms
NRG1,classical monocyte,0.000848608,Lung_Neoplasms
NRG1,intermediate monocyte,0.000848608,Lung_Neoplasms
NTS,club cell,0.000848608,Lung_Neoplasms
PAX5,b cell,0.001696511,Lung_Neoplasms
PDE10A,endothelial cell of artery,0.002543708,Lung_Neoplasms
PDPN,myofibroblast cell,0.001696511,Lung_Neoplasms
PLK2,vein endothelial cell,0.000848608,Lung_Neoplasms
PLK2,lung microvascular endothelial cell,0.000848608,Lung_Neoplasms
PMEPA1,mesothelial cell,0.002543665,Lung_Neoplasms
POSTN,smooth muscle cell,0.000848608,Lung_Neoplasms
PRKAA1,vein endothelial cell,0.002543708,Lung_Neoplasms
PROM1,nk cell,0.001696511,Lung_Neoplasms
PROM1,"cd8-positive, alpha-beta t cell",0.001696511,Lung_Neoplasms
PRRC2A,dendritic cell,0.003390201,Lung_Neoplasms
PTGDR,nk cell,0.000848608,Lung_Neoplasms
PTGDR,"cd8-positive, alpha-beta t cell",0.000848608,Lung_Neoplasms
PTGDS,plasmacytoid dendritic cell,0.004235918,Lung_Neoplasms
PTGER1,vascular associated smooth muscle cell,0.003390201,Lung_Neoplasms
PTGER1,fibroblast,0.003390201,Lung_Neoplasms
PTGER2,nk cell,0.002543708,Lung_Neoplasms
PTGER2,"cd8-positive, alpha-beta t cell",0.002543708,Lung_Neoplasms
PTGER4,vein endothelial cell,0.002543708,Lung_Neoplasms
PTGS1,basophil,0.001696511,Lung_Neoplasms
PTGS2,mesothelial cell,0.003390029,Lung_Neoplasms
PTGS2,fibroblast,0.003390029,Lung_Neoplasms
RAD21,club cell,0.002543708,Lung_Neoplasms
RCAN1,club cell,0.000848608,Lung_Neoplasms
RDM1,bronchial vessel endothelial cell,0.003390201,Lung_Neoplasms
RDM1,vein endothelial cell,4.23E-06,Lung_Neoplasms
RDM1,lung microvascular endothelial cell,0.003390201,Lung_Neoplasms
RPS6KB1,dendritic cell,0.003390143,Lung_Neoplasms
S100A4,serous cell of epithelium of bronchus,0.001696482,Lung_Neoplasms
S100A6,serous cell of epithelium of bronchus,0.001696482,Lung_Neoplasms
SAMHD1,smooth muscle cell,0.002543665,Lung_Neoplasms
SCGB3A1,capillary aerocyte,0.001696511,Lung_Neoplasms
SCGB3A1,endothelial cell of lymphatic vessel,0.001696511,Lung_Neoplasms
SCGB3A2,club cell,0.002543708,Lung_Neoplasms
SFTPB,nk cell,0.001696511,Lung_Neoplasms
SFTPB,"cd8-positive, alpha-beta t cell",0.001696511,Lung_Neoplasms
SLC19A1,smooth muscle cell,0.002543665,Lung_Neoplasms
SLC29A1,basal cell,0.00423599,Lung_Neoplasms
SMO,dendritic cell,0.004235846,Lung_Neoplasms
SMO,non-classical monocyte,0.004235846,Lung_Neoplasms
SPARCL1,club cell,0.002543708,Lung_Neoplasms
SPEN,pulmonary ionocyte,0.003390143,Lung_Neoplasms
SUB1,endothelial cell of artery,0.000848608,Lung_Neoplasms
SYNM,pericyte cell,0.004235774,Lung_Neoplasms
TERF1,type i pneumocyte,0.000848608,Lung_Neoplasms
TF,respiratory goblet cell,0.002543665,Lung_Neoplasms
TNF,dendritic cell,0.00423599,Lung_Neoplasms
TNFRSF10B,neutrophil,0.002543665,Lung_Neoplasms
TOX2,smooth muscle cell,0.001696511,Lung_Neoplasms
TOX2,endothelial cell of artery,0.001696511,Lung_Neoplasms
TOX2,capillary endothelial cell,0.001696511,Lung_Neoplasms
TOX2,bronchial smooth muscle cell,0.001696511,Lung_Neoplasms
TOX2,vascular associated smooth muscle cell,0.001696511,Lung_Neoplasms
TP53,vascular associated smooth muscle cell,0.000848608,Lung_Neoplasms
TP63,basal cell,0.000848608,Lung_Neoplasms
TPX2,pericyte cell,0.001696511,Lung_Neoplasms
TYRO3,capillary endothelial cell,0.001696511,Lung_Neoplasms
TYRO3,capillary aerocyte,0.001696511,Lung_Neoplasms
USF1,type i pneumocyte,0.005081075,Lung_Neoplasms
VAMP8,nk cell,0.001696511,Lung_Neoplasms
VAMP8,"cd8-positive, alpha-beta t cell",0.001696511,Lung_Neoplasms
VAV1,classical monocyte,0.002543708,Lung_Neoplasms
VAV1,non-classical monocyte,0.002543708,Lung_Neoplasms
VAV1,intermediate monocyte,0.002543708,Lung_Neoplasms
VWF,vein endothelial cell,0.001696482,Lung_Neoplasms
WFS1,type i pneumocyte,0.003390143,Lung_Neoplasms
WNT7A,type i pneumocyte,0.003390143,Lung_Neoplasms
ABCG2,plasmacytoid dendritic cell,0.002543708,Lymphoma
ABT1,type i nk t cell,0.001696511,Lymphoma
AC079210.1,macrophage,0.001696511,Lymphoma
ACBD7,neutrophil,0.002543708,Lymphoma
ADTRP,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphoma
ADTRP,t cell,0.001696511,Lymphoma
ADTRP,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Lymphoma
ADTRP,"cd4-positive, alpha-beta t cell",0.001696511,Lymphoma
AFG3L2,monocyte,0.000848608,Lymphoma
AIMP2,t cell,0.003390201,Lymphoma
ALDH18A1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphoma
ANKRD61,t cell,0.003390201,Lymphoma
BTN1A1,type i nk t cell,0.000848608,Lymphoma
BTN2A1,type i nk t cell,0.000848608,Lymphoma
BTN2A2,type i nk t cell,0.000848608,Lymphoma
BTN3A1,type i nk t cell,0.000848608,Lymphoma
BTN3A2,type i nk t cell,0.000848608,Lymphoma
BTN3A3,type i nk t cell,0.000848608,Lymphoma
C10orf111,neutrophil,0.002543708,Lymphoma
C10orf131,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphoma
C6orf10,memory b cell,0.002543708,Lymphoma
C9orf163,macrophage,0.003390201,Lymphoma
CC2D2B,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Lymphoma
CHCHD10,neutrophil,0.002543665,Lymphoma
CHTOP,t cell,0.001696482,Lymphoma
DARC,hematopoietic stem cell,0.003390201,Lymphoma
DARC,basophil,0.003390201,Lymphoma
DSCR3,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphoma
EIF2A,nampt neutrophil,0.001696511,Lymphoma
EIF2AK1,t cell,0.003390201,Lymphoma
ENTPD1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphoma
FAM20A,macrophage,0.001696511,Lymphoma
FBLN5,"cd8-positive, alpha-beta t cell",0.002543708,Lymphoma
FBLN5,"cd4-positive, alpha-beta t cell",0.002543708,Lymphoma
FCRLA,memory b cell,0.000848608,Lymphoma
FCRLB,memory b cell,0.002543665,Lymphoma
GIPC2,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphoma
GNB3,monocyte,0.006769023,Lymphoma
HFE,type i nk t cell,0.001696511,Lymphoma
HIST1H1A,type i nk t cell,0.000848608,Lymphoma
HIST1H1C,type i nk t cell,0.002543708,Lymphoma
HIST1H1T,type i nk t cell,0.001696511,Lymphoma
HIST1H2AC,type i nk t cell,0.001696511,Lymphoma
HIST1H2BB,type i nk t cell,0.000848608,Lymphoma
HIST1H2BC,type i nk t cell,0.001696511,Lymphoma
HIST1H3C,type i nk t cell,0.000848608,Lymphoma
HIST1H3D,type i nk t cell,0.001696511,Lymphoma
HIST1H3G,type i nk t cell,0.001696511,Lymphoma
HIST1H4A,type i nk t cell,0.000848608,Lymphoma
HIST1H4C,type i nk t cell,0.001696511,Lymphoma
HIST1H4D,type i nk t cell,0.001696511,Lymphoma
HLA-DOB,naive b cell,0.001696511,Lymphoma
HLA-DQA1,memory b cell,0.002543708,Lymphoma
HLA-DQB1,memory b cell,0.002543708,Lymphoma
HLA-DQB2,memory b cell,0.002543708,Lymphoma
HLA-DRA,memory b cell,0.002543708,Lymphoma
HLA-DRB1,memory b cell,0.002543708,Lymphoma
HLA-DRB5,memory b cell,0.001696511,Lymphoma
HMGN4,type i nk t cell,0.000848608,Lymphoma
ILF2,t cell,0.001696482,Lymphoma
IRF5,macrophage,0.000848608,Lymphoma
LRRC23,monocyte,0.005925457,Lymphoma
MMP11,neutrophil,0.002543665,Lymphoma
MMP25,nampt neutrophil,0.003390201,Lymphoma
MTX3,"cd4-positive, alpha-beta memory t cell",0.003390143,Lymphoma
MYO1D,hematopoietic stem cell,0.002543708,Lymphoma
MYOM2,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.000848608,Lymphoma
MYOM2,nk cell,0.000848608,Lymphoma
NEXN,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphoma
NMT2,neutrophil,0.001696511,Lymphoma
NPR1,t cell,0.001696482,Lymphoma
OAS1,neutrophil,0.000848608,Lymphoma
OAS2,neutrophil,0.002543708,Lymphoma
OAS3,neutrophil,0.000848608,Lymphoma
PIGP,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphoma
PKD2,plasmacytoid dendritic cell,0.002543708,Lymphoma
PMS2,t cell,0.002543708,Lymphoma
PRKAR1A,macrophage,0.001696511,Lymphoma
RGS4,nk cell,0.000848608,Lymphoma
RPP38,neutrophil,0.001696511,Lymphoma
S100A1,t cell,0.001696482,Lymphoma
S100A13,t cell,0.001696482,Lymphoma
SELT,nampt neutrophil,0.002543708,Lymphoma
SERP1,nampt neutrophil,0.002543708,Lymphoma
SLC12A7,macrophage,0.000848608,Lymphoma
SLC17A3,type i nk t cell,0.000848608,Lymphoma
SNAPIN,t cell,0.001696482,Lymphoma
SPSB2,monocyte,0.005925457,Lymphoma
TAP2,naive b cell,0.001696511,Lymphoma
TBC1D4,"cd4-positive, alpha-beta memory t cell",0.000848608,Lymphoma
TCTN3,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphoma
TERT,macrophage,0.003390143,Lymphoma
TMEM128,"cd8-positive, alpha-beta t cell",7.06E-07,Lymphoma
TNPO3,macrophage,0.001696511,Lymphoma
TPI1,monocyte,0.005925457,Lymphoma
TRIM38,type i nk t cell,0.000848608,Lymphoma
TSC22D2,nampt neutrophil,0.001696511,Lymphoma
TTC3,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphoma
TTYH1,nk cell,0.003390086,Lymphoma
TUBB6,monocyte,0.000848608,Lymphoma
USP5,monocyte,0.00845425,Lymphoma
ZNF184,type i nk t cell,0.001696511,Lymphoma
ZNF391,type i nk t cell,0.001696511,Lymphoma
ZSCAN10,nampt neutrophil,0.002543708,Lymphoma
ABT1,type i nk t cell,0.001696511,Lymphopenia
AC079210.1,macrophage,0.001696511,Lymphopenia
ACBD7,neutrophil,0.002543708,Lymphopenia
ADTRP,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphopenia
ADTRP,t cell,0.001696511,Lymphopenia
ADTRP,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Lymphopenia
ADTRP,"cd4-positive, alpha-beta t cell",0.001696511,Lymphopenia
AFG3L2,monocyte,0.000848608,Lymphopenia
AIMP2,t cell,0.003390201,Lymphopenia
ALDH18A1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphopenia
ANKRD61,t cell,0.003390201,Lymphopenia
BTN1A1,type i nk t cell,0.000848608,Lymphopenia
BTN2A1,type i nk t cell,0.000848608,Lymphopenia
BTN2A2,type i nk t cell,0.000848608,Lymphopenia
BTN3A1,type i nk t cell,0.000848608,Lymphopenia
BTN3A2,type i nk t cell,0.000848608,Lymphopenia
BTN3A3,type i nk t cell,0.000848608,Lymphopenia
C10orf111,neutrophil,0.002543708,Lymphopenia
C10orf131,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphopenia
C6orf10,memory b cell,0.002543708,Lymphopenia
C9orf163,macrophage,0.003390201,Lymphopenia
CC2D2B,"naive thymus-derived cd4-positive, alpha-beta t cell",0.001696511,Lymphopenia
CHCHD10,neutrophil,0.002543665,Lymphopenia
CHTOP,t cell,0.001696482,Lymphopenia
DSCR3,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphopenia
EIF2A,nampt neutrophil,0.001696511,Lymphopenia
EIF2AK1,t cell,0.003390201,Lymphopenia
ENTPD1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphopenia
FAM20A,macrophage,0.001696511,Lymphopenia
FBLN5,"cd8-positive, alpha-beta t cell",0.002543708,Lymphopenia
FBLN5,"cd4-positive, alpha-beta t cell",0.002543708,Lymphopenia
FCRLA,memory b cell,0.000848608,Lymphopenia
FCRLB,memory b cell,0.002543665,Lymphopenia
GIPC2,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphopenia
GNB3,monocyte,0.006769023,Lymphopenia
HIST1H2AC,type i nk t cell,0.001696511,Lymphopenia
HIST1H3D,type i nk t cell,0.001696511,Lymphopenia
HIST1H3G,type i nk t cell,0.001696511,Lymphopenia
HIST1H4D,type i nk t cell,0.001696511,Lymphopenia
HLA-DQA1,memory b cell,0.002543708,Lymphopenia
HLA-DQB1,memory b cell,0.002543708,Lymphopenia
HLA-DRB1,memory b cell,0.002543708,Lymphopenia
HMGN4,type i nk t cell,0.000848608,Lymphopenia
ILF2,t cell,0.001696482,Lymphopenia
IRF5,macrophage,0.000848608,Lymphopenia
LRRC23,monocyte,0.005925457,Lymphopenia
MMP11,neutrophil,0.002543665,Lymphopenia
MTX3,"cd4-positive, alpha-beta memory t cell",0.003390143,Lymphopenia
MYO1D,hematopoietic stem cell,0.002543708,Lymphopenia
MYOM2,"cd8-positive, alpha-beta cytokine secreting effector t cell",0.000848608,Lymphopenia
MYOM2,nk cell,0.000848608,Lymphopenia
NEXN,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphopenia
NMT2,neutrophil,0.001696511,Lymphopenia
NPR1,t cell,0.001696482,Lymphopenia
OAS1,neutrophil,0.000848608,Lymphopenia
OAS2,neutrophil,0.002543708,Lymphopenia
OAS3,neutrophil,0.000848608,Lymphopenia
PIGP,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphopenia
PMS2,t cell,0.002543708,Lymphopenia
PRKAR1A,macrophage,0.001696511,Lymphopenia
RPP38,neutrophil,0.001696511,Lymphopenia
S100A1,t cell,0.001696482,Lymphopenia
S100A13,t cell,0.001696482,Lymphopenia
SELT,nampt neutrophil,0.002543708,Lymphopenia
SERP1,nampt neutrophil,0.002543708,Lymphopenia
SNAPIN,t cell,0.001696482,Lymphopenia
SPSB2,monocyte,0.005925457,Lymphopenia
TAP2,naive b cell,0.001696511,Lymphopenia
TBC1D4,"cd4-positive, alpha-beta memory t cell",0.000848608,Lymphopenia
TCTN3,"naive thymus-derived cd4-positive, alpha-beta t cell",0.000848608,Lymphopenia
TMEM128,"cd8-positive, alpha-beta t cell",7.06E-07,Lymphopenia
TNPO3,macrophage,0.001696511,Lymphopenia
TPI1,monocyte,0.005925457,Lymphopenia
TSC22D2,nampt neutrophil,0.001696511,Lymphopenia
TTC3,"cd4-positive, alpha-beta memory t cell",0.001696511,Lymphopenia
TTYH1,nk cell,0.003390086,Lymphopenia
TUBB6,monocyte,0.000848608,Lymphopenia
USP5,monocyte,0.00845425,Lymphopenia
ZNF184,type i nk t cell,0.001696511,Lymphopenia
ZNF391,type i nk t cell,0.001696511,Lymphopenia
BCKDHA,macrophage,0.003390201,Maple_Syrup_Urine
NME1,macrophage,0.000848608,Maple_Syrup_Urine
DLG4,macrophage,0.005081075,Metabolic_Syndrome_X
FAM162B,fibroblast,0.002543665,Metabolic_Syndrome_X
KREMEN2,neutrophil,0.003390086,Metabolic_Syndrome_X
LRP1B,neutrophil,0.000848608,Metabolic_Syndrome_X
NCOA5,macrophage,0.002543708,Metabolic_Syndrome_X
PAQR4,neutrophil,0.003390086,Metabolic_Syndrome_X
PKMYT1,neutrophil,0.003390086,Metabolic_Syndrome_X
SLC12A5,macrophage,0.002543708,Metabolic_Syndrome_X
YAP1,fibroblast of cardiac tissue,0.001696511,Microphthalmia
SIRT3,intrahepatic cholangiocyte,0.009295184,Mitochondrial_Complex_I_Deficiency
MUSK,skeletal muscle satellite stem cell,0.001696511,Myasthenic
SYT2,slow muscle cell,0.002543708,Myasthenic
ATP6V1G2,cardiac endothelial cell,0.004235918,Myocardial_Infarction
LST1,cardiac endothelial cell,0.003390201,Myocardial_Infarction
LTA,cardiac endothelial cell,0.004235918,Myocardial_Infarction
NFKBIL1,cardiac endothelial cell,0.004235918,Myocardial_Infarction
ADAM12,regulatory t cell,0.001696511,Neoplasm_Skin
ADAM12,cd4-positive helper t cell,0.001696511,Neoplasm_Skin
ADRA1A,smooth muscle cell,0.003390201,Neoplasm_Skin
ADRA2B,muscle cell,0.005081075,Neoplasm_Skin
APOBEC3A,nk cell,0.003390201,Neoplasm_Skin
APOBEC3A,"naive thymus-derived cd8-positive, alpha-beta t cell",0.003390201,Neoplasm_Skin
ASIP,stromal cell,0.002543665,Neoplasm_Skin
CASP10,t cell,0.001696511,Neoplasm_Skin
CASP10,"cd4-positive, alpha-beta memory t cell",0.001696511,Neoplasm_Skin
CASP8,t cell,0.001696511,Neoplasm_Skin
CASP8,"cd4-positive, alpha-beta memory t cell",0.001696511,Neoplasm_Skin
CAT,nk cell,0.000848608,Neoplasm_Skin
CDKN2A,"naive thymus-derived cd8-positive, alpha-beta t cell",0.002543708,Neoplasm_Skin
CDX2,cd1c-positive myeloid dendritic cell,0.000848608,Neoplasm_Skin
CDX2,langerhans cell,0.000848608,Neoplasm_Skin
CTLA4,t cell,0.000848608,Neoplasm_Skin
CTLA4,"cd4-positive, alpha-beta memory t cell",0.000848608,Neoplasm_Skin
CTLA4,regulatory t cell,0.000848608,Neoplasm_Skin
CTLA4,cd4-positive helper t cell,0.000848608,Neoplasm_Skin
CYP27A1,muscle cell,0.002543708,Neoplasm_Skin
E2F1,stromal cell,0.002543708,Neoplasm_Skin
FGFR2,smooth muscle cell,0.002543708,Neoplasm_Skin
