disease_Gene,Cell type,P-value,Disease
TAP2,Conventional dendritic cell 2(cDC2),0.001731454,Diabetes_Mellitus
TAP2,Memory double-positive T cell,0.001443075,Diabetes_Mellitus
TAP1,Conventional dendritic cell 2(cDC2),0.001324278,Diabetes_Mellitus
HLA-DMB,Exhausted CD8+ T cell,0.045093528,Diabetes_Mellitus
HLA-DMB,Conventional dendritic cell 2(cDC2),0.001018805,Diabetes_Mellitus
HLA-DMA,Exhausted CD8+ T cell,0.04067689,Diabetes_Mellitus
HLA-DMA,Conventional dendritic cell 2(cDC2),0.000916964,Diabetes_Mellitus
BRD2,Exhausted CD8+ T cell,0.0362399,Diabetes_Mellitus
BRD2,Conventional dendritic cell 2(cDC2),0.000815114,Diabetes_Mellitus
HLA-DPB1,Regulatory T (Treg) cell,0.049795159,Diabetes_Mellitus
HLA-DPB1,Exhausted CD8+ T cell,0.031782464,Diabetes_Mellitus
COL11A2,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
COL11A2,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
TAPBP,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
TAPBP,Exhausted CD8+ T cell,0.018286543,Diabetes_Mellitus
ITPR3,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
ITPR3,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
MLN,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
MLN,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
STK38,Regulatory T (Treg) cell,0.014487043,Diabetes_Mellitus
STK38,Exhausted CD4+ T cell,0.004072521,Diabetes_Mellitus
SLC22A7,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
SLC22A7,Exhausted CD4+ T cell,0.006102609,Diabetes_Mellitus
ZNF318,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
ZNF318,Exhausted CD4+ T cell,0.008128594,Diabetes_Mellitus
PLA2G7,Endothelial cell,0.004477757,Diabetes_Mellitus
SLC17A5,Hepatocyte,0.00193522,Diabetes_Mellitus
PLAGL1,Liver bud hepatic cell,0.003516043,Diabetes_Mellitus
ICA1,Regulatory T (Treg) cell,0.021651489,Diabetes_Mellitus
ICA1,Regulatory T(Treg) cell,0.000866065,Diabetes_Mellitus
NCF1,Exhausted CD8+ T cell,0.02280588,Diabetes_Mellitus
MDH2,Portal fibroblast,0.000152874,Diabetes_Mellitus
POR,Portal fibroblast,0.000152874,Diabetes_Mellitus
HSPB1,Portal fibroblast,0.000305727,Diabetes_Mellitus
PON1,Liver bud hepatic cell,0.017457612,Diabetes_Mellitus
PON1,Exhausted CD8+ T cell,0.02280588,Diabetes_Mellitus
PON3,Liver bud hepatic cell,0.017457612,Diabetes_Mellitus
PON3,Exhausted CD8+ T cell,0.02280588,Diabetes_Mellitus
PON2,Liver bud hepatic cell,0.017457612,Diabetes_Mellitus
PON2,Exhausted CD8+ T cell,0.02280588,Diabetes_Mellitus
TSPAN33,Regulatory T (Treg) cell,0.014487043,Diabetes_Mellitus
TSPAN33,M1 macrophage,0.000135889,Diabetes_Mellitus
GIMAP5,Liver bud hepatic cell,0.000182839,Diabetes_Mellitus
RARRES2,Regulatory T (Treg) cell,0.000313317,Diabetes_Mellitus
RARRES2,Liver bud hepatic cell,0.013990289,Diabetes_Mellitus
KCNH2,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
NOS3,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
TG,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
TG,Exhausted CD8+ T cell,0.004603207,Diabetes_Mellitus
CYP11B2,Exhausted CD8+ T cell,0.01374615,Diabetes_Mellitus
PTCH1,Cytotoxic CD4+ T cell,0.003089142,Diabetes_Mellitus
ALAD,Liver bud hepatic cell,0.017457612,Diabetes_Mellitus
ORM1,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
ORM1,Liver bud hepatic cell,0.010511263,Diabetes_Mellitus
ORM1,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
TNFSF15,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
TNFSF15,Exhausted CD8+ T cell,0.004603207,Diabetes_Mellitus
RAB14,Regulatory T (Treg) cell,0.021651489,Diabetes_Mellitus
GSN,Regulatory T (Treg) cell,0.028763729,Diabetes_Mellitus
ANGPTL2,Exhausted CD8+ T cell,6.31E-05,Diabetes_Mellitus
STXBP1,Liver bud hepatic cell,0.017457612,Diabetes_Mellitus
STXBP1,Exhausted CD8+ T cell,0.000209194,Diabetes_Mellitus
TOR2A,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
TOR2A,Exhausted CD8+ T cell,0.009185302,Diabetes_Mellitus
ENG,Liver bud hepatic cell,0.013990525,Diabetes_Mellitus
ENG,Exhausted CD8+ T cell,0.018286543,Diabetes_Mellitus
IL15RA,T cell,0.000679342,Diabetes_Mellitus
IL15RA,Regulatory T (Treg) cell,0.014486798,Diabetes_Mellitus
IL15RA,Regulatory T(Treg) cell,0.000577455,Diabetes_Mellitus
IL15RA,Suppressive regulatory T cell,0.000475564,Diabetes_Mellitus
IL15RA,Resting regulatory T cell,0.000101916,Diabetes_Mellitus
IL2RA,T cell,0.000679342,Diabetes_Mellitus
IL2RA,Regulatory T (Treg) cell,0.014486798,Diabetes_Mellitus
IL2RA,Regulatory T(Treg) cell,0.000577455,Diabetes_Mellitus
IL2RA,Suppressive regulatory T cell,0.000475564,Diabetes_Mellitus
IL2RA,Resting regulatory T cell,0.000101916,Diabetes_Mellitus
CUBN,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
PPIF,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
FFAR4,Beta cell(β cell),0.0002378,Diabetes_Mellitus
RBP4,Beta cell(β cell),0.0002378,Diabetes_Mellitus
SORBS1,T cell,0.001018866,Diabetes_Mellitus
SORBS1,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
SORBS1,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
SORBS1,Exhausted CD4+ T cell,0.006102609,Diabetes_Mellitus
SORBS1,Regulatory T(Treg) cell,0.00086608,Diabetes_Mellitus
SORBS1,Suppressive regulatory T cell,0.000713279,Diabetes_Mellitus
ENTPD1,T cell,0.001018866,Diabetes_Mellitus
ENTPD1,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
ENTPD1,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
ENTPD1,Exhausted CD4+ T cell,0.006102609,Diabetes_Mellitus
ENTPD1,Regulatory T(Treg) cell,0.00086608,Diabetes_Mellitus
ENTPD1,Suppressive regulatory T cell,0.000713279,Diabetes_Mellitus
SCD,Exhausted CD8+ T cell,0.027304031,Diabetes_Mellitus
HABP2,Liver bud hepatic cell,0.003516043,Diabetes_Mellitus
SIRT3,Epithelial cell,0.003171908,Diabetes_Mellitus
NLRP6,Epithelial cell,0.003171908,Diabetes_Mellitus
CTSD,Regulatory T (Treg) cell,0.035824746,Diabetes_Mellitus
CTSD,Exhausted CD8+ T cell,0.022805113,Diabetes_Mellitus
CTSD,Exhausted CD4+ T cell,0.010150139,Diabetes_Mellitus
PTGDR2,B cell,0.000509528,Diabetes_Mellitus
VEGFB,Regulatory T (Treg) cell,0.028764212,Diabetes_Mellitus
VEGFB,Exhausted CD8+ T cell,0.018286235,Diabetes_Mellitus
PLCB3,Regulatory T (Treg) cell,0.028764212,Diabetes_Mellitus
PLCB3,Exhausted CD8+ T cell,0.018286235,Diabetes_Mellitus
BAD,Regulatory T (Treg) cell,0.028764212,Diabetes_Mellitus
BAD,Exhausted CD8+ T cell,0.018286235,Diabetes_Mellitus
ESRRA,Regulatory T (Treg) cell,0.028764212,Diabetes_Mellitus
ESRRA,Exhausted CD8+ T cell,0.018286235,Diabetes_Mellitus
RNASEH2C,Cytotoxic CD4+ T cell,0.007705167,Diabetes_Mellitus
UCP2,Regulatory T (Treg) cell,0.035825346,Diabetes_Mellitus
UCP3,Regulatory T (Treg) cell,0.035825346,Diabetes_Mellitus
CTSC,Regulatory T (Treg) cell,0.014487043,Diabetes_Mellitus
CTSC,Mesenchymal cell,0.002207055,Diabetes_Mellitus
GRM5,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
GRM5,Mesenchymal cell,0.001104128,Diabetes_Mellitus
PIWIL4,Neutrophil,0.000407619,Diabetes_Mellitus
CD3E,Endothelial cell,0.005965933,Diabetes_Mellitus
CD3E,T cell,0.001358269,Diabetes_Mellitus
CD3E,Natural killer cell,0.001494019,Diabetes_Mellitus
CD3E,Pan‐T cell,0.000135889,Diabetes_Mellitus
CD3E,Natural killer T(NKT)-like cell,0.000135889,Diabetes_Mellitus
UPK2,T cell,0.002714692,Diabetes_Mellitus
UPK2,Natural killer cell,0.002985807,Diabetes_Mellitus
UPK2,Pan‐T cell,0.00027176,Diabetes_Mellitus
UPK2,Natural killer T(NKT)-like cell,0.00027176,Diabetes_Mellitus
SLC37A4,T cell,0.002036711,Diabetes_Mellitus
SLC37A4,Natural killer cell,0.002240192,Diabetes_Mellitus
SLC37A4,Pan‐T cell,0.000203827,Diabetes_Mellitus
SLC37A4,Natural killer T(NKT)-like cell,0.000203827,Diabetes_Mellitus
C1QTNF5,Stem cell,0.000509597,Diabetes_Mellitus
C1QTNF5,Mesenchymal stem cell,0.000135893,Diabetes_Mellitus
C1QTNF5,Hematopoietic precursor cell,0.000101919,Diabetes_Mellitus
C1QTNF5,Hematopoietic cell,0.000152879,Diabetes_Mellitus
C1QTNF5,Liver stem cell,0.000135893,Diabetes_Mellitus
C1QTNF5,Cancer stem cell,0.000407678,Diabetes_Mellitus
MFRP,Stem cell,0.000509597,Diabetes_Mellitus
MFRP,Mesenchymal stem cell,0.000135893,Diabetes_Mellitus
MFRP,Hematopoietic precursor cell,0.000101919,Diabetes_Mellitus
MFRP,Hematopoietic cell,0.000152879,Diabetes_Mellitus
MFRP,Liver stem cell,0.000135893,Diabetes_Mellitus
MFRP,Cancer stem cell,0.000407678,Diabetes_Mellitus
VWF,Scar‐associated macrophage (SAM),6.79E-05,Diabetes_Mellitus
VWF,Lipid-associated macrophage(LAM),1.70E-05,Diabetes_Mellitus
VWF,Delta cell,0.000101919,Diabetes_Mellitus
TNFRSF1A,Exhausted CD8+ T cell,0.01374615,Diabetes_Mellitus
LTBR,Regulatory T (Treg) cell,0.035825346,Diabetes_Mellitus
LTBR,Exhausted CD8+ T cell,0.022805497,Diabetes_Mellitus
CD27,Regulatory T (Treg) cell,0.035825346,Diabetes_Mellitus
CD27,Exhausted CD8+ T cell,0.022805497,Diabetes_Mellitus
GAPDH,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
GAPDH,Exhausted CD8+ T cell,0.018286543,Diabetes_Mellitus
OLR1,Natural killer cell,0.001494019,Diabetes_Mellitus
OLR1,Dendritic cell,0.001494019,Diabetes_Mellitus
OLR1,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
KLRC4-KLRK1,Natural killer cell,0.001120714,Diabetes_Mellitus
KLRK1,Natural killer cell,0.000747276,Diabetes_Mellitus
VDR,Mucosal-associated invariant T cell,0.00468002,Diabetes_Mellitus
WNT1,Mucosal-associated invariant T cell,0.001172074,Diabetes_Mellitus
KMT2D,Mucosal-associated invariant T cell,0.001172074,Diabetes_Mellitus
SLC11A2,Regulatory T (Treg) cell,0.014487043,Diabetes_Mellitus
CELA1,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
GDF11,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
PMEL,Regulatory T (Treg) cell,0.035825945,Diabetes_Mellitus
CDK2,Regulatory T (Treg) cell,0.035825945,Diabetes_Mellitus
ERBB3,Regulatory T (Treg) cell,0.000775765,Diabetes_Mellitus
PA2G4,Regulatory T (Treg) cell,0.000775765,Diabetes_Mellitus
CS,Regulatory T (Treg) cell,0.042835262,Diabetes_Mellitus
DDIT3,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
DDIT3,Exhausted CD8+ T cell,0.018286543,Diabetes_Mellitus
DDIT3,Exhausted CD4+ T cell,0.008128594,Diabetes_Mellitus
CDK4,Regulatory T (Treg) cell,0.042835262,Diabetes_Mellitus
CDK4,Exhausted CD8+ T cell,0.027304031,Diabetes_Mellitus
CDK4,Exhausted CD4+ T cell,0.012168079,Diabetes_Mellitus
CYP27B1,Regulatory T (Treg) cell,0.042835262,Diabetes_Mellitus
CYP27B1,Exhausted CD8+ T cell,0.027304031,Diabetes_Mellitus
CYP27B1,Exhausted CD4+ T cell,0.012168079,Diabetes_Mellitus
LYZ,Myeloid cell,0.000254777,Diabetes_Mellitus
CPB2,Liver bud hepatic cell,0.017457318,Diabetes_Mellitus
LCP1,Liver bud hepatic cell,0.017457318,Diabetes_Mellitus
PCDH8,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
PCDH8,Exhausted CD4+ T cell,0.00203832,Diabetes_Mellitus
TBC1D4,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
TBC1D4,Exhausted CD8+ T cell,0.004603207,Diabetes_Mellitus
EFNB2,Endothelial cell,0.002987378,Diabetes_Mellitus
ING1,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
ING1,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
EIF2S1,Liver bud hepatic cell,0.010511263,Diabetes_Mellitus
PSEN1,Regulatory T (Treg) cell,0.028764212,Diabetes_Mellitus
ZNF410,Regulatory T (Treg) cell,0.035825346,Diabetes_Mellitus
FBLN5,Mucosal-associated invariant T cell,0.003512103,Diabetes_Mellitus
SERPINA1,Exhausted CD8+ T cell,0.013746382,Diabetes_Mellitus
SERPINA1,Exhausted CD4+ T cell,0.006102609,Diabetes_Mellitus
RYR3,Regulatory T (Treg) cell,0.021651123,Diabetes_Mellitus
NOP10,Regulatory T (Treg) cell,5.27E-05,Diabetes_Mellitus
GJD2,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
MFAP1,Cytotoxic CD4+ T cell,0.010770767,Diabetes_Mellitus
STUB1,Portal fibroblast,0.000509511,Diabetes_Mellitus
TPSG1,Mast cell,0.000305727,Diabetes_Mellitus
UBE2I,Mast cell,0.00045856,Diabetes_Mellitus
RMI2,Cytotoxic CD4+ T cell,0.004630172,Diabetes_Mellitus
IL4R,Naive B cell,0.000186849,Diabetes_Mellitus
MAPK3,Exhausted CD8+ T cell,0.045092778,Diabetes_Mellitus
MT2A,Liver bud hepatic cell,0.000255372,Diabetes_Mellitus
MT1E,Liver bud hepatic cell,0.000255372,Diabetes_Mellitus
MT1A,Liver bud hepatic cell,0.000255372,Diabetes_Mellitus
GOT2,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
ZFHX3,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
ZFHX3,Hepatic cell,0.000305738,Diabetes_Mellitus
SERPINF2,Liver bud hepatic cell,0.010511263,Diabetes_Mellitus
SERPINF1,Liver bud hepatic cell,0.010511263,Diabetes_Mellitus
ALOX12,Dendritic cell,0.001120714,Diabetes_Mellitus
ALOX12,Conventional dendritic cell 2(cDC2),0.000305732,Diabetes_Mellitus
RNASEK,Dendritic cell,0.001120714,Diabetes_Mellitus
RNASEK,Conventional dendritic cell 2(cDC2),0.000305732,Diabetes_Mellitus
SLC16A11,Dendritic cell,0.001120714,Diabetes_Mellitus
SLC16A11,Conventional dendritic cell 2(cDC2),0.000305732,Diabetes_Mellitus
NME1,Liver bud hepatic cell,0.007019664,Diabetes_Mellitus
APOH,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
APOH,Epsilon cell,0.000135889,Diabetes_Mellitus
PRKCA,Liver bud hepatic cell,0.007019783,Diabetes_Mellitus
PRKCA,Epsilon cell,0.000135889,Diabetes_Mellitus
MAP2K6,Regulatory T (Treg) cell,0.014487043,Diabetes_Mellitus
MAP2K6,Exhausted CD8+ T cell,0.009185302,Diabetes_Mellitus
MAP2K6,Exhausted CD4+ T cell,0.004072521,Diabetes_Mellitus
MC4R,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
DAPK3,Hepatoblast,0.000135893,Diabetes_Mellitus
EEF2,Hepatoblast,0.000135893,Diabetes_Mellitus
PIAS4,Hepatoblast,0.000135893,Diabetes_Mellitus
RETN,Endothelial cell,0.004477757,Diabetes_Mellitus
RETN,Sinusoidal endothelial cell,0.000662342,Diabetes_Mellitus
RETN,Sinusoidal cell,0.000101918,Diabetes_Mellitus
DNMT1,Regulatory T (Treg) cell,0.049794331,Diabetes_Mellitus
S1PR2,Regulatory T (Treg) cell,0.049794331,Diabetes_Mellitus
ICAM1,Regulatory T (Treg) cell,0.049794331,Diabetes_Mellitus
ZGLP1,Regulatory T (Treg) cell,0.042835262,Diabetes_Mellitus
TYK2,Regulatory T (Treg) cell,0.042835262,Diabetes_Mellitus
KEAP1,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
SUGP1,Regulatory T (Treg) cell,0.014487043,Diabetes_Mellitus
CILP2,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
LPAR2,Regulatory T (Treg) cell,0.007269886,Diabetes_Mellitus
NPHS1,Regulatory T (Treg) cell,0.035825945,Diabetes_Mellitus
NPHS1,Exhausted CD8+ T cell,0.02280588,Diabetes_Mellitus
NPHS1,Exhausted CD4+ T cell,0.010150483,Diabetes_Mellitus
CALM3,Regulatory T (Treg) cell,0.042835262,Diabetes_Mellitus
CALM3,Exhausted CD8+ T cell,0.027304031,Diabetes_Mellitus
GYS1,Mesenchymal cell,0.003308783,Diabetes_Mellitus
SNRNP70,Mesenchymal cell,0.002207055,Diabetes_Mellitus
HRC,Mesenchymal cell,0.001104128,Diabetes_Mellitus
OSCAR,Regulatory T (Treg) cell,0.042835976,Diabetes_Mellitus
MBOAT7,Regulatory T (Treg) cell,0.035825945,Diabetes_Mellitus
KIR3DL1,Natural killer cell,0.001494019,Diabetes_Mellitus
KIR2DL3,Natural killer cell,0.000747276,Diabetes_Mellitus
NCR1,Natural killer cell,0.001867191,Diabetes_Mellitus
CST7,Cytotoxic CD4+ T cell,0.006168741,Diabetes_Mellitus
ASIP,Regulatory T (Treg) cell,0.021651489,Diabetes_Mellitus
ASIP,Exhausted CD4+ T cell,0.006102505,Diabetes_Mellitus
ACSS2,Regulatory T (Treg) cell,0.035825346,Diabetes_Mellitus
ACSS2,Exhausted CD4+ T cell,0.010150311,Diabetes_Mellitus
MMP24,Mucosal-associated invariant T cell,0.008175864,Diabetes_Mellitus
PLTP,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
PLTP,Mesenchymal cell,0.004409314,Diabetes_Mellitus
PCIF1,Regulatory T (Treg) cell,0.028764696,Diabetes_Mellitus
PCIF1,Mesenchymal cell,0.004409314,Diabetes_Mellitus
MMP9,Regulatory T (Treg) cell,0.021651854,Diabetes_Mellitus
MMP9,Mesenchymal cell,0.003308783,Diabetes_Mellitus
PTGIS,Mesenchymal cell,0.003308783,Diabetes_Mellitus
B4GALT5,Mesenchymal cell,0.003308783,Diabetes_Mellitus
PCNT,Endothelial cell,0.008935691,Diabetes_Mellitus
GGT1,Cholangiocyte,0.000713279,Diabetes_Mellitus
LIF,Liver bud hepatic cell,0.010511085,Diabetes_Mellitus
GAL3ST1,Liver bud hepatic cell,0.020912215,Diabetes_Mellitus
PPARA,Cytotoxic CD4+ T cell,0.004630172,Diabetes_Mellitus
MIOX,Regulatory T (Treg) cell,0.001835101,Diabetes_Mellitus
MIOX,Exhausted CD8+ T cell,0.000743954,Diabetes_Mellitus
ARSA,Regulatory T (Treg) cell,0.001080844,Diabetes_Mellitus
ARSA,Exhausted CD8+ T cell,0.000436624,Diabetes_Mellitus
CASP9,Ionocyte cell,0.04069969,Emphysema
PINK1,Ionocyte cell,0.040701048,Emphysema
MAN1C1,Natural killer cell,0.004069343,Emphysema
MAN1C1,Germinal center B cell,0.002646713,Emphysema
NR0B2,Basal cell,0.013912116,Emphysema
NR0B2,Pre-exhausted CD8+ T cell,0.000271765,Emphysema
NR0B2,Memory CD8+ T cell,0.000950893,Emphysema
SESN2,SLC16A7+ cell,0.012975581,Emphysema
PCSK9,Ionocyte cell,0.000395744,Emphysema
GSTM2,CD8+ T cell,0.005338337,Emphysema
GSTM1,CD8+ T cell,0.005338337,Emphysema
S100A8,Monocyte,0.00208793,Emphysema
S100A8,Fibroblast,0.002189706,Emphysema
S100A8,Secretory cell,0.004223698,Emphysema
S100A8,Mesenchymal cell,0.001069791,Emphysema
S100A8,Cancer-associated fibroblast,0.000203829,Emphysema
S100A8,Immune cell,0.001629853,Emphysema
S100A8,Granulocyte,0.000101918,Emphysema
S100A4,Fibroblast,0.008730614,Emphysema
S100A4,Basal cell,0.000197796,Emphysema
S100A4,Mesenchymal cell,0.004272556,Emphysema
S100A4,Cancer-associated fibroblast,0.000815114,Emphysema
S100A4,Immune cell,0.006503877,Emphysema
FDPS,Neuroendocrine cell,0.015400661,Emphysema
FDPS,FOXN4+ cell,0.01503211,Emphysema
FDPS,Brush cell (Tuft cell),0.01503211,Emphysema
CRP,Myeloid dendritic cell,0.000950933,Emphysema
CRP,Mast cell,0.002240401,Emphysema
CRP,Langerhans cell,6.79E-05,Emphysema
CHI3L1,Macrophage,0.009120382,Emphysema
CTSE,Follicular B cell,0.000475572,Emphysema
TGFB2,SLC16A7+ cell,0.039396687,Emphysema
LRPPRC,Ciliated cell,0.015657175,Emphysema
EPCAM,Epithelial cell,0.005627677,Emphysema
EPCAM,Cancer cell,0.002308194,Emphysema
EPCAM,Ionocyte cell,0.020560881,Emphysema
EPCAM,Ciliated cell,0.02082139,Emphysema
EPCAM,Mesenchymal cell,0.001426122,Emphysema
EPCAM,Alveolar cell Type 1,0.000339691,Emphysema
EPCAM,Alveolar cell Type 2,0.000407619,Emphysema
EPCAM,Epithelial-mesenchymal cell,0.000339691,Emphysema
CD207,Ionocyte cell,0.020561227,Emphysema
SFTPB,Epithelial cell,0.009828057,Emphysema
SFTPB,T cell,0.006994756,Emphysema
SFTPB,Lung epithelial cell,0.000832088,Emphysema
SFTPB,Secretory cell,0.00982789,Emphysema
SFTPB,Alveolar type II (ATII) cell,0.000713255,Emphysema
SFTPB,Immune cell,0.003798988,Emphysema
SFTPB,Natural killer cell,0.00237578,Emphysema
SFTPB,Cytotoxic T cell,0.000594409,Emphysema
SFTPB,Alveolar cell Type 2,0.000713255,Emphysema
SFTPB,Lung cell,0.000594409,Emphysema
SFTPB,Alveolar epithelial cell Type 2,0.000594409,Emphysema
SFTPB,Alveolar type 2-like cell,0.0002378,Emphysema
IL18R1,Secretory cell,0.009827724,Emphysema
ORC4,SLC16A7+ cell,0.039396687,Emphysema
ITGB6,Myeloid dendritic cell,0.000950917,Emphysema
ITGB6,Mast cell,0.002240363,Emphysema
GULP1,Fibroblast,0.002189706,Emphysema
GULP1,Myofibroblast,0.000815148,Emphysema
GULP1,Stromal cell,0.00091701,Emphysema
TGFBR2,Ionocyte cell,0.010333659,Emphysema
CTNNB1,Ciliated cell,0.005246447,Emphysema
ABI3BP,Secretory cell,0.0070297,Emphysema
ABI3BP,Ionocyte cell,0.02563535,Emphysema
TLR2,Monocyte,0.00208793,Emphysema
CASP3,FOXN4+ cell,0.005492257,Emphysema
EGR1,Ciliated cell,0.031069983,Emphysema
CD74,Ionocyte cell,0.020561227,Emphysema
TNF,Cancer stem cell,0.026615656,Emphysema
TNF,Secretory cell,7.29E-10,Emphysema
TNF,Alveolar cell Type 1,0.005846352,Emphysema
TNF,Stem cell,0.015130524,Emphysema
TNF,Alveolar cell,0.002342595,Emphysema
TNF,Myeloid cell,0.008175449,Emphysema
TNF,Alveolar cell Type 2,0.007011573,Emphysema
TNF,Lymphocyte,0.024329239,Emphysema
TNF,Alveolar epithelial cell Type 1,0.003511864,Emphysema
TNF,Follicular B cell,0.016285021,Emphysema
APOM,Cancer stem cell,0.027376927,Emphysema
APOM,Secretory cell,1.06E-11,Emphysema
APOM,Alveolar cell Type 1,0.006015402,Emphysema
APOM,Stem cell,0.015565922,Emphysema
APOM,Alveolar cell,0.002410456,Emphysema
APOM,Myeloid cell,0.008411562,Emphysema
APOM,Alveolar cell Type 2,0.007214195,Emphysema
APOM,Lymphocyte,0.025025957,Emphysema
APOM,Alveolar epithelial cell Type 1,0.003613535,Emphysema
APOM,Follicular B cell,0.016753357,Emphysema
PPT2,Cancer stem cell,0.023182878,Emphysema
PPT2,Secretory cell,3.11E-12,Emphysema
PPT2,Alveolar cell Type 1,0.005085339,Emphysema
PPT2,Stem cell,0.013169034,Emphysema
PPT2,Alveolar cell,0.002037195,Emphysema
PPT2,Myeloid cell,0.007112346,Emphysema
PPT2,Alveolar cell Type 2,0.00609935,Emphysema
PPT2,Alveolar epithelial cell Type 1,0.003054262,Emphysema
PPT2,Follicular B cell,0.014174944,Emphysema
PPT2-EGFL8,Cancer stem cell,0.023182878,Emphysema
PPT2-EGFL8,Secretory cell,3.11E-12,Emphysema
PPT2-EGFL8,Alveolar cell Type 1,0.005085339,Emphysema
PPT2-EGFL8,Stem cell,0.013169034,Emphysema
PPT2-EGFL8,Alveolar cell,0.002037195,Emphysema
PPT2-EGFL8,Myeloid cell,0.007112346,Emphysema
PPT2-EGFL8,Alveolar cell Type 2,0.00609935,Emphysema
PPT2-EGFL8,Alveolar epithelial cell Type 1,0.003054262,Emphysema
PPT2-EGFL8,Follicular B cell,0.014174944,Emphysema
RNF5,Cancer stem cell,0.023182878,Emphysema
RNF5,Secretory cell,3.11E-12,Emphysema
RNF5,Alveolar cell Type 1,0.005085339,Emphysema
RNF5,Stem cell,0.013169034,Emphysema
RNF5,Alveolar cell,0.002037195,Emphysema
RNF5,Myeloid cell,0.007112346,Emphysema
RNF5,Alveolar cell Type 2,0.00609935,Emphysema
RNF5,Alveolar epithelial cell Type 1,0.003054262,Emphysema
RNF5,Follicular B cell,0.014174944,Emphysema
AGER,Cancer stem cell,0.023182878,Emphysema
AGER,Secretory cell,3.11E-12,Emphysema
AGER,Alveolar cell Type 1,0.005085339,Emphysema
AGER,Stem cell,0.013169034,Emphysema
AGER,Alveolar cell,0.002037195,Emphysema
AGER,Myeloid cell,0.007112346,Emphysema
AGER,Alveolar cell Type 2,0.00609935,Emphysema
AGER,Alveolar epithelial cell Type 1,0.003054262,Emphysema
AGER,Follicular B cell,0.014174944,Emphysema
HLA-DQB1,Secretory cell,3.29E-11,Emphysema
HLA-DQB1,Alveolar cell Type 1,0.003562096,Emphysema
HLA-DQB1,Alveolar cell,0.001426327,Emphysema
HLA-DQB1,Alveolar cell Type 2,0.004273027,Emphysema
HLA-DQB1,Alveolar epithelial cell Type 1,0.002138746,Emphysema
HLA-DQB1,Follicular B cell,0.00994268,Emphysema
TFEB,Alveolar pneumocyte Type II,0.000407619,Emphysema
VEGFA,Ciliated cell,0.025959296,Emphysema
FOXO3,Ionocyte cell,0.020561227,Emphysema
FOXO3,Mast cell,0.002240401,Emphysema
SMPD2,Ionocyte cell,0.030682757,Emphysema
SMPD2,Mast cell,0.003358719,Emphysema
TBPL1,Fibroblast,0.003646784,Emphysema
NPSR1,FOXN4+ cell,0.00137589,Emphysema
EGFR,Cancer cell,0.001154764,Emphysema
EGFR,T helper(Th) cell,0.000101918,Emphysema
ABCB1,Ciliated cell,0.015657175,Emphysema
EPHX2,CD8+ T cell,0.002376021,Emphysema
IKBKB,Ciliated cell,0.01565691,Emphysema
JAK2,SLC16A7+ cell,0.039396687,Emphysema
CD274,Myeloid dendritic cell,0.000950933,Emphysema
CD274,Epithelioid macrophage,0.000203829,Emphysema
TXN,Ionocyte cell,0.005180291,Emphysema
